Date,LastOpen,LastHigh,LastLow,Close,Adj Close,Volume
736964,17.139999,18.16,16.799999,17.84,17.84,6344300
736965,17.99,18.379999,17.67,17.76,17.76,2807300
736966,18.190001,18.299999,17.68,18.41,18.41,5100000
736966,18.280001,18.459999,17.959999,17.83,17.83,3082300
736969,18.299999,18.610001,17.75,17.700001,17.700001,2415500
736970,17.889999,18.049999,17.469999,18.209999,18.209999,2056400
736971,17.76,18.434999,17.66,18.209999,18.209999,2865400
736972,18.190001,18.48,18.07,17.18,17.18,4054700
736973,17.99,18.065001,16.99,17.459999,17.459999,1702700
736976,16.99,17.65,16.43,17.290001,17.290001,2375000
736977,17.825001,17.950001,17.15,17.860001,17.860001,3905300
736978,17.51,18.209999,17.51,18.200001,18.200001,2499700
736979,18.110001,18.5,17.964001,18.92,18.92,6906900
736980,18.82,19.200001,18.379999,17.74,17.74,6522000
736984,18.5,18.51,17.719999,17.799999,17.799999,3313400
736985,17.809999,18.219999,17.77,18.309999,18.309999,5234800
736986,18.030001,18.75,18.02,18.139999,18.139999,3018500
736987,18.459999,18.68,17.93,19.48,19.48,7639100
736990,18.450001,19.549999,18.424999,20.26,20.26,8690200
736991,20.5,21,19.559999,19.73,19.73,4507000
736992,19.67,19.98,19.049999,19.860001,19.860001,5961000
736993,19.99,20.049999,19.43,18.98,18.98,17474500
736996,20.9,21.5,18.540001,17.98,17.98,9815700
736999,19.110001,19.200001,17.92,18.82,18.82,10394200
737000,17.629999,19,17.57,19.139999,19.139999,4526000
737001,18.66,19.32,18.268999,18.66,18.66,4299400
737002,19,19.129999,18.514999,17.799999,17.799999,3948000
737003,18.4,18.6,17.67,17.940001,17.940001,3441200
737006,17.209999,18.200001,17.15,18.6,18.6,4642200
737007,18.120001,18.620001,17.969999,18.9,18.9,3295500
737008,18.709999,19.26,18.629999,18.200001,18.200001,3825900
737009,18.9,19.1,18.174999,18.5,18.5,1640100
737010,18.299999,18.6,18.18,18.709999,18.709999,2184100
737013,18.59,18.83,18.5,18.5,18.5,2295800
737014,18.91,18.950001,18.370001,18.65,18.65,3482500
737015,18.57,19,18.450001,17.75,17.75,5205700
737016,18.620001,18.65,17.719999,17.709999,17.709999,4727100
737017,17.77,18.056999,17.549999,17.209999,17.209999,4250900
737020,17.6,17.690001,17.200001,17.59,17.59,1901400
737021,17.110001,17.809999,17.049999,17.700001,17.700001,2688100
737022,17.65,17.9,17.610001,17.709999,17.709999,5441800
737023,17.709999,17.98,17.5,18.1,18.1,3779300
737024,17.75,18.200001,17.67,18.950001,18.950001,6273500
737026,18.41,18.969999,17.83,18.799999,18.799999,5938400
737027,19.24,19.299999,18.16,18.049999,18.049999,9102700
737028,18.389999,18.59,17.99,18.08,18.08,21655200
737029,18.27,18.6,17.98,17.23,17.23,11660000
737030,18.030001,18.190001,16.921,18.02,18.02,7908800
737033,17.389999,18.25,17.24,17.91,17.91,5201500
737034,17.940001,18.135,17.690001,17.84,17.84,2435300
737035,17.92,17.959999,17.77,17.629999,17.629999,2902900
737036,17.99,17.99,17.42,17.469999,17.469999,3652900
737037,17.5,17.77,17.379999,18.32,18.32,7307200
737040,17.82,18.52,17.68,17.18,17.18,8859100
737041,18.08,18.15,16.879999,17.1,17.1,4515100
737042,17.49,17.549999,17,16.93,16.93,5296400
737043,17.26,17.299999,16.709999,17.450001,17.450001,3426600
737047,17,17.540001,16.959999,17.719999,17.719999,2792600
737048,17,17.75,17,17.73,17.73,4245600
737049,17.620001,17.99,17.611,17.77,17.77,2285000
737050,17.66,17.889999,17.190001,17.49,17.49,2990600
737051,17.540001,17.65,17.030001,17.780001,17.780001,2251800
737054,17.469999,17.809999,17.281,17.68,17.68,2642800
737055,17.719999,17.85,17.413,17.799999,17.799999,3617400
737056,17.559999,17.9,17.450001,17.83,17.83,2544300
737057,17.9,18.08,17.805,17.719999,17.719999,2462900
737058,17.799999,18.15,17.514999,18.190001,18.190001,3247500
737061,17.9,18.309999,17.75,17.4,17.4,4826500
737062,17.35,17.57,17.030001,17.09,17.09,3042500
737063,17.27,17.6,16.969999,17.139999,17.139999,3634400
737064,17.08,17.389999,16.799999,17.139999,17.139999,6096600
737065,16.709999,17.17,16.190001,17.1,17.1,3930900
737068,17.17,17.5,16.58,16.209999,16.209999,4672900
737069,16.51,16.65,16.030001,15.39,15.39,16739100
737070,16.690001,16.700001,14.82,15.53,15.53,4802100
737071,15.46,15.69,15.19,15.81,15.81,3529900
737072,15.63,15.965,15.501,15.35,15.35,4076700
737075,15.53,15.7,15.25,14.58,14.58,4531100
737076,15,15.1,14.43,14.77,14.77,5223500
