Date,LastOpen,LastHigh,LastLow,Close,Adj Close,Volume
737077,14.87,15.035,14.64,14.69,14.69,2483000
737078,14.73,14.995,14.45,14.32,14.32,4847400
737079,14.2,14.473,13.83,14.05,14.05,2452900
737083,14.49,14.574,13.99,14.01,14.01,3617400
737084,14.37,14.63,13.98,13.78,13.78,3338000
737085,13.88,14.02,13.655,13.89,13.89,1532700
737086,13.93,14.05,13.82,13.5,13.5,2886300
737088,13.63,13.72,13.3,13.48,13.48,5497300
737089,13.51,13.795,13.23,14.11,14.11,5363800
737090,13.45,14.275,13.27,13.99,13.99,6164700
737091,14.42,14.45,13.48,14.17,14.17,2654300
737092,13.9,14.34,13.73,14.8,14.8,5002000
737095,14.15,15.1,14.1,15.06,15.06,3584400
737096,14.91,15.31,14.88,14.92,14.92,5314200
737097,15.51,15.629,14.545,14.69,14.69,1471300
737098,14.56,14.78,14.41,14.48,14.48,3091900
737099,14.62,14.8,14.25,14.27,14.27,2575900
737102,14.33,14.45,14.01,14.36,14.36,1461100
737103,14.2,14.58,14.19,15.16,15.16,4473100
737104,14.59,15.5,14.5,15.19,15.19,955000
737105,15.23,15.34,14.95,15.58,15.58,3130600
737106,15.57,15.93,15.48,15.44,15.44,2675600
737109,15.34,15.57,15.1,16.07,16.07,3683600
737110,15.44,16.24,15.28,15.64,15.64,2839100
737111,15.88,16.139999,15.47,15.97,15.97,1905400
737112,15.9,16.23,15.9,16.1,16.1,2739800
737113,16.07,16.25,15.94,16.27,16.27,1853900
737116,15.89,16.280001,15.82,16.48,16.48,4575000
737117,16.549999,16.82,16.26,16.610001,16.610001,2952500
737118,16.42,16.700001,16.25,16.629999,16.629999,1189600
737120,16.6,16.66,16.299999,16.74,16.74,956300
737123,16.52,16.799999,16.4,16.559999,16.559999,1076200
737124,16.5,16.610001,16.4,16.6,16.6,1391200
737125,16.299999,16.66,16.183001,16.59,16.59,2012500
737126,16.700001,16.83,16.48,16.469999,16.469999,1145800
737127,16.65,16.700001,16.33,16.4,16.4,1399700
737130,16.6,16.75,16.325001,16.450001,16.450001,1491300
737131,16.58,16.66,16.405001,16.07,16.07,1327600
737132,16.5,16.549999,16.055,15.58,15.58,2816900
737133,16.1,16.1,15.36,15.53,15.53,1997900
737134,15.5,15.625,15.06,15.54,15.54,2031700
737137,15.66,15.8,15.425,15.56,15.56,2589000
737138,15.78,16.24,15.41,15.71,15.71,4330800
737139,15.78,16.18,15.7,15.8,15.8,1909900
737140,15.84,15.95,15.72,15.7,15.7,2056100
737141,15.87,15.99,15.5,15.96,15.96,1748500
737144,15.76,16.200001,15.75,16.129999,16.129999,1537100
737145,16,16.15,15.77,15.49,15.49,2580400
737146,15.9,16.030001,15.37,15.15,15.15,3207400
737146,15.5,15.5,14.9,14.75,14.75,2556100
737147,15.25,15.49,14.6,14.72,14.72,2139600
737150,14.7,14.79,14.21,13.81,13.81,7192500
737151,14.2,14.295,13.61,13.95,13.95,4844600
737152,14.26,14.54,13.88,14.04,14.04,4303800
737153,14.16,14.39,13.67,14.19,14.19,2475100
737154,14.19,14.36,13.94,13.91,13.91,2122600
737157,14.09,14.113,13.86,13.84,13.84,1691300
737158,13.75,14.01,13.7,14.01,14.01,4253700
737159,13.88,14.07,13.73,13.81,13.81,2014400
737160,13.7,13.96,13.55,14.01,14.01,1028400
737161,13.92,14.13,13.9,14.52,14.52,2501800
737164,14.29,14.78,14.28,14.5,14.5,3142200
737165,14.85,15.011,14.4,14.31,14.31,1697500
737166,14.42,14.58,14.21,14.41,14.41,1427500
737167,14.5,14.54,14.32,14.7,14.7,2945000
737168,14.56,14.74,14.35,14.7,14.7,4211200
737171,14.58,15.34,14.58,14.5,14.5,7836000
737172,15.12,15.15,14,13.92,13.92,6020000
737173,14.31,14.9,13.85,13.53,13.53,4262600
737174,13.81,13.86,13.36,13.7,13.7,2736800
737175,13.75,14.02,13.58,14.05,14.05,2268700
737178,13.75,14.248,13.75,14.16,14.16,2755300
737179,13.81,14.44,13.81,13.77,13.77,4553800
737180,14.32,14.32,13.7,14.59,14.59,7928200
737181,14,14.65,14,14.46,14.46,3314000
737184,14.7,14.89,14.36,14.34,14.34,1597700
737185,14.48,14.515,14.24,14.87,14.87,3981500
737186,14.27,14.9,14.16,15.21,15.21,4430400
737187,14.98,15.28,14.8,15.14,15.14,3548100
737188,15.3,15.36,14.91,15.06,15.06,1693400
737191,15.2,15.28,14.94,15,15,2288000
737192,14.9,15.195,14.87,15.24,15.24,1678200
737193,14.91,15.305,14.83,15.21,15.21,1889900
737194,15.24,15.35,14.96,15.1,15.1,1769200
737195,15.24,15.43,15.1,15.26,15.26,2801000
737198,15.09,15.48,15.03,15.1,15.1,1560500
737199,15.24,15.33,14.97,14.6,14.6,3471200
737200,15.1,15.19,14.45,14.89,14.89,2742000
737201,14.52,14.945,14.41,15.02,15.02,1813000
737202,14.94,15.13,14.81,14.33,14.33,3475300
737205,15.05,15.29,14.05,14.12,14.12,1441300
737206,14.47,14.55,14.07,13.8,13.8,2090100
737207,14.14,14.2,13.74,13.8,13.8,1844000
737208,13.69,13.929,13.61,14.22,14.22,1568000
737209,13.85,14.23,13.639,13.92,13.92,1346300
737212,14.17,14.25,13.85,13.64,13.64,2375600
737213,13.88,13.95,13.57,13.44,13.44,2636400
737214,13.57,13.6,13.23,13.79,13.79,1363700
737215,13.78,13.82,13.525,14.01,14.01,1448300
737216,13.81,14.076,13.79,14.37,14.37,2744400
737219,14.56,14.8,14.32,14.35,14.35,989500
737220,14.26,14.43,14.15,14.51,14.51,939100
737221,14.44,14.63,14.36,14.56,14.56,1357800
737222,14.45,14.56,14.1,14.35,14.35,2952600
737223,14.63,14.69,14.3,14.41,14.41,1341100
737226,14.3,14.55,14.25,14.86,14.86,1401400
737227,14.5,14.89,14.47,14.56,14.56,702900
737228,14.86,14.9,14.56,14.42,14.42,1148600
737229,14.55,14.7,14.34,15.26,15.26,4087400
737230,14.5,15.51,14.5,15.52,15.52,1752900
737233,15.1,15.61,15.1,15.72,15.72,2350000
737234,15.56,15.91,15.5,15.57,15.57,1465300
737235,15.6,15.7,15.43,15.71,15.71,2551300
737236,15.51,15.75,15.43,15.79,15.79,2226700
737236,15.69,15.87,15.63,16.459999,16.459999,4874600
737239,15.98,16.5,15.9,16.780001,16.780001,3662000
737240,16.719999,16.780001,16.299999,16.42,16.42,1969800
737241,16.780001,16.780001,16.379999,16.440001,16.440001,1438800
737242,16.42,16.5,16.285,16.950001,16.950001,3431000
737243,16.610001,16.959999,16.6,16.58,16.58,2977500
737246,16.91,16.93,16.41,16.77,16.77,2018500
737247,16.35,16.895,16.299999,16.68,16.68,3216000
737248,16.790001,16.879999,16.475,16.77,16.77,1926800
737249,16.58,17.004999,16.58,16.33,16.33,1653900
737250,16.799999,16.809999,16.200001,16.709999,16.709999,2565600
737253,16.41,16.719999,16.261,16.379999,16.379999,3939200
737254,17.01,17.01,16.27,15.73,15.73,9075000
737255,16.6,16.65,15.18,16.290001,16.290001,4344600
737256,15.5,16.629999,15.42,16.92,16.92,3826400
737257,16.34,17.084999,16.299999,16.59,16.59,2824300
737260,16.93,16.98,16.559999,16.809999,16.809999,2032900
737261,16.5,16.940001,16.360001,16.799999,16.799999,1137900
737262,16.84,16.99,16.625,17,17,2373000
737264,16.889999,17.299999,16.809999,17.280001,17.280001,1324900
737267,16.85,17.299999,16.440001,17.41,17.41,3100100
737268,17.200001,17.5,17.049999,16.68,16.68,3037700
737269,16.9,17.1,16.469999,16.42,16.42,1805500
737270,16.799999,16.886,16.35,16.950001,16.950001,2859100
737271,16.540001,17.195,16.450001,17.17,17.17,1687200
737274,17.059999,17.24,17.02,16.99,16.99,2929800
737275,17.08,17.389999,16.93,16.959999,16.959999,2079200
737276,17.110001,17.190001,16.9,17.540001,17.540001,1549000
737277,17.1,17.610001,16.99,17.74,17.74,1748000
737278,17.48,17.83,17.4,17.9,17.9,3535100
737281,17.75,18.040001,17.67,17.959999,17.959999,1983500
737282,18.049999,18.08,17.780001,17.85,17.85,3074800
737283,18.059999,18.059999,17.629999,17.690001,17.690001,2692300
737284,17.860001,17.860001,17.469999,18.040001,18.040001,2265700
737285,17.790001,18.09,17.610001,17.940001,17.940001,1994900
737288,18.09,18.5,17.91,18.42,18.42,1852600
737289,18,18.5,17.959999,18.440001,18.440001,982900
737291,18.440001,18.57,18.334999,18.34,18.34,1377500
737292,18.450001,18.469,18.24,18.24,18.24,1753400
737295,18.309999,18.4,18.1,18.450001,18.450001,3092200
737296,18.200001,18.59,18.129999,18.620001,18.620001,2975200
737302,18.549999,19.17,18.475,20.950001,20.950001,12629400
737303,19.469999,21.889999,19.299999,22.08,22.08,11520900
737306,20.549999,22.59,20.530001,23.209999,23.209999,10695200
737307,21.459999,23.450001,21.41,23.129999,23.129999,7407000
737308,23.17,23.205,22.42,23.84,23.84,7880800
737309,22.92,23.91,22.190001,23.16,23.16,8422200
737310,24.290001,24.469999,22.870001,21.549999,21.549999,11025500
737313,22.57,22.59,20.83,21.99,21.99,7101800
737314,22.35,22.833,21.85,22.870001,22.870001,5563700
737315,22,23.014999,21.98,23.030001,23.030001,4048400
737316,22.93,23.27,22.76,22.969999,22.969999,3051900
737317,23.58,23.6,22.76,22.799999,22.799999,6592500
737321,23.110001,23.16,22.41,22.610001,22.610001,6813700
737322,22.51,23.25,22.139999,22.540001,22.540001,4416400
737323,22.799999,23.059999,22.530001,22.51,22.51,3872300
737324,22,22.66,21.75,21.82,21.82,4052900
737327,22.870001,23.083,21.59,22.299999,22.299999,4487900
737328,20.85,22.469999,20.610001,22.41,22.41,3137800
737329,22.610001,22.780001,21.99,22.379999,22.379999,2122200
737330,22.59,22.610001,22.040001,21.26,21.26,4479900
737331,22.08,22.24,20.780001,21.549999,21.549999,4058000
