FirstDate,LastOpen1,LastOpen2,LastOpen3,LastHigh1,LastHigh2,LastHigh3,LastLow1,LastLow2,LastLow3,LastVolume1,LastVolume2,LastVolume3
24240,15.98,17.200001,19.469999,17.299999,19.17,24.469999,15.18,16.35,19.299999,60612700,48375700,133380400
